"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",0.0849612165496179,0.100547042268708,0.182177732684966,0.0755599118865247,0.105302647513532,0.129327170379478,0.129855358237589,0.083850141916962
"2",0.090583056778258,0.0967837709634763,0.143803636476958,0.0799787324313097,0.0704714038813365,0.122543770539905,0.129171655499916,0.0873667818035292
"3",0.125535274960774,0.0889113360954893,0.179834482272848,0.101451795808249,0.0719435137245794,0.11246680729748,0.128172974689277,0.134555551378846
"4",0.0664214465967361,0.0793336261360853,0.145072482093793,0.0954215000712381,0.124813871396976,0.124718069917509,0.170454196016574,0.11656808232292
"5",0.0952325535843866,0.0820362445634865,0.143017093025067,0.0791494450888914,0.095615045949789,0.131230510952473,0.160824052400371,0.132828116348475
"6",0.0837601309131765,0.0772899140157739,0.166081676493855,0.074553387921398,0.0976535714510716,0.122671148283316,0.140874043892664,0.0827318808542972
"7",0.111842684939736,0.116220779087047,0.173718961359783,0.0898116361054802,0.0788391832301034,0.130108725294128,0.16617945789068,0.0869425986528954
"8",0.0700922420657048,0.0760344522757578,0.144492705554612,0.0923699950756783,0.0703174978797906,0.0973474915036828,0.142116664086736,0.104197911912565
"9",0.100053283429985,0.104676392853316,0.195068451178598,0.0713112399195737,0.0793481623273984,0.118547942375109,0.147523628158264,0.0872681442388387
"10",0.0812540546422761,0.0978787462154902,0.143128842161261,0.0792593727000197,0.0927968159724769,0.122804566018235,0.16627028659576,0.0896203279430679
"11",0.0713223340575027,0.0722847637280716,0.139510619126298,0.0800047596147058,0.121901957928118,0.155922813990924,0.151002812798071,0.101179881792219
"12",0.0828977196242426,0.0734422269892867,0.150981296513215,0.0969198058319141,0.0717196346923501,0.108391644494432,0.121844318823797,0.076918018549273
"13",0.0837556738669828,0.07859731737286,0.19739688245377,0.086585295421866,0.0793727241901143,0.117531470379056,0.13936530763585,0.135680916430677
"14",0.0921194542173389,0.077475503053961,0.152163389763755,0.0843457868867487,0.073931969220233,0.160450523704155,0.14421627607742,0.0778107179097101
"15",0.0753766838885488,0.0920878793869774,0.162813784658175,0.0892780151057982,0.0732321057024632,0.135307960158481,0.14136936505981,0.0734568819196795
"16",0.0705339945884308,0.0929218255734159,0.153247486063973,0.0726435616182197,0.0718113913592257,0.133185102221522,0.138707560191525,0.116504881183008
"17",0.0855416898124765,0.0685743731924672,0.139502593623151,0.0752373216534307,0.0829504180674069,0.153501145510135,0.14014715719156,0.0784422236501842
"18",0.0814328259587715,0.0775085132334807,0.131563965291447,0.0885237422831841,0.0912453565708218,0.118720830484724,0.200946651420065,0.0725974219212896
"19",0.0747074845329711,0.09723961643241,0.144722264977781,0.0708742274654568,0.0753823734513371,0.131672686417162,0.147368551435744,0.0848302201387076
"20",0.0871800539804371,0.0718913611555675,0.159671569424749,0.0770601041165512,0.0907316589483351,0.120322573071513,0.268209110208211,0.0834171439024647
"21",0.0908001483225984,0.092988975111218,0.183947696450035,0.0835828868828767,0.0718323320781787,0.126020744573011,0.199507153121773,0.0873991089815745
"22",0.0719711050503539,0.0821203292300526,0.178446434287168,0.0973138874040771,0.0687810229846665,0.191127604206155,0.149233306579018,0.0860887949099447
"23",0.0949130141378645,0.0725123152582876,0.147646898316989,0.0996644504681046,0.0833775326011074,0.101918775205541,0.144816418932026,0.0764385981487913
"24",0.087862125508225,0.103525388111113,0.137924693164289,0.0794392293817294,0.10216071126616,0.111708943010652,0.160205316836127,0.0909420251932638
"25",0.108218727568209,0.0759273722879345,0.20433915085241,0.0841112933905086,0.0964642965784189,0.13448232268902,0.138948952364419,0.0811618201486936
"26",0.0780721582621031,0.073512821893287,0.177885506114843,0.0834739303784366,0.0988090813717528,0.123637939766025,0.172499416808368,0.07243693446464
"27",0.0863913879037215,0.0692074038886956,0.167647680563741,0.0770265469071205,0.0735410395487323,0.182326188259787,0.158601267040219,0.0963793214286375
"28",0.0781382533398874,0.071438345686223,0.134163455412146,0.0966843645445321,0.0733791122840382,0.116546862578468,0.15052425952743,0.0790250864803069
"29",0.0822307180546479,0.0806537727232279,0.159651425994559,0.0778213449262206,0.0820498532648919,0.126329971875501,0.15447613300047,0.167159624758762
"30",0.168782989619655,0.0617016504130425,0.134706321046069,0.085978999001496,0.0824107665457024,0.109777786913466,0.14699999122458,0.0823341001890116
"31",0.112325715194154,0.0677700608981877,0.133244876868669,0.0949255881074083,0.111882329592925,0.16752555777064,0.142756431396315,0.0816887500570532
"32",0.0778709868384701,0.0989712435376664,0.160427509056297,0.0872921124833599,0.115784410087578,0.114329178047143,0.163412487727095,0.0912770831839443
"33",0.0737856721187677,0.090492116426176,0.131536089539559,0.087030211191275,0.121154720250278,0.152307447929063,0.137239995366551,0.0715120710014516
"34",0.0764681607824118,0.0908379301769714,0.134823337899647,0.0745500496337084,0.0757371639348387,0.128005094745716,0.211131743553265,0.0900913742876426
"35",0.0783283208529124,0.0872600535491414,0.194483478786908,0.16450425362209,0.0716218927871426,0.127153902103234,0.153230790116534,0.100783811592171
"36",0.0752141893136884,0.0665077730898278,0.131413401909564,0.06805899720599,0.103353033844773,0.138452922179068,0.155569567120358,0.077194403690826
"37",0.0845501088515456,0.0656935543383401,0.181711708422432,0.0782343605673685,0.0799791024753088,0.160461789992908,0.181573890092027,0.0942569818098382
"38",0.0864937292859895,0.0772076572898053,0.140877618147707,0.0729325585754488,0.0729150672527829,0.0972552651719373,0.15286100313374,0.0880084987042155
"39",0.102852068372964,0.0972986589593341,0.266989952155136,0.113507892669059,0.101727987247609,0.11730836283692,0.15719723694973,0.0757287856149623
"40",0.0633976316386485,0.063611555663593,0.148795577762321,0.0775632465161491,0.0822527932554758,0.113577898110636,0.173407507270737,0.0989028096566148
"41",0.0701872484889793,0.0807974271569224,0.197838537173609,0.074899011463648,0.0759584738573065,0.158311087737636,0.164457714487916,0.0729212422332629
"42",0.121676959573483,0.0695003733377245,0.140399595750098,0.0785783609422687,0.117907583771636,0.116549804533503,0.172284332598109,0.0661626962868
"43",0.0815216128344373,0.074743905167023,0.150835027829316,0.0985334326566058,0.0730024294807529,0.140035401811042,0.189462831069555,0.0903564928570932
"44",0.0803064573044629,0.0704311591474465,0.173116190424001,0.0734450457630606,0.0836179136932552,0.122299983000148,0.151033902987597,0.0970086936260212
"45",0.0725735120713686,0.0989239384064385,0.158100563063536,0.0708804293149197,0.0783316252896311,0.134834656124989,0.184246746540123,0.0737418294691879
"46",0.0869807815341395,0.0795997725787745,0.156861947637207,0.0745511039787053,0.0708204533863147,0.145438099859658,0.180978089390413,0.0799124240388794
"47",0.0914420755720678,0.0854309973350071,0.15581527415961,0.0780053274324496,0.0761470531280955,0.161992981552264,0.137225759736593,0.0723863348050399
"48",0.0709609070520552,0.111015554604132,0.190611635845663,0.0792299809228753,0.079296208599317,0.111679189039053,0.156974557902166,0.0807062960771486
"49",0.0895671117076925,0.0835538997414383,0.139600387097118,0.0708979362617479,0.0810999441557525,0.111258796309961,0.226449969278288,0.090078950093037
"50",0.119616501458874,0.0872991899440602,0.214145379875437,0.0836793575281184,0.0797268272308886,0.147230453644901,0.1240334637065,0.0740445370078593
"51",0.0735819831353252,0.0736793909332114,0.151441318861023,0.0757510852077128,0.115753483746949,0.187594966606942,0.142728800239711,0.0879152408494334
"52",0.0746346879782043,0.079843534549554,0.178842376887781,0.0759748781022653,0.0686882711432909,0.110471823143466,0.13430796728265,0.0794037597007076
"53",0.0878198006461198,0.0752439037053799,0.232052362817435,0.0880736831921825,0.0825439445870978,0.143809225103495,0.188252549058408,0.0936795358167278
"54",0.0762728848597934,0.0766565620491958,0.145773878300355,0.0704769970664475,0.0769888904977033,0.113892479076552,0.140938557833629,0.0719912123042453
"55",0.0876620926656368,0.0591965590348548,0.286752438653649,0.0855943892529836,0.0804319941394331,0.13811287717484,0.143426204952101,0.081936941494953
"56",0.0776225525358208,0.0780831851311826,0.149538899443701,0.08114420062862,0.077723759435372,0.15438792787101,0.157392470496103,0.11302863823088
"57",0.083200261919045,0.0650652532779873,0.17754810507486,0.077669798368394,0.0909238943754427,0.166247904818191,0.159856396041957,0.0807222125197463
"58",0.0812150213299212,0.0860372079934389,0.194685897899444,0.0713681598623569,0.0870486467245611,0.113786639377277,0.154111177347082,0.0726055661215121
"59",0.0827682721934082,0.0748829493533145,0.148177377556795,0.0862826741000729,0.0738953740472576,0.181482674373894,0.162863986056896,0.0788192571609632
"60",0.0708542986999463,0.0635597204118327,0.185670536416752,0.0682170151599204,0.0797278547904342,0.106170290262267,0.145420500799037,0.111273155490374
"61",0.11018171241926,0.0880123974381875,0.153873027994807,0.0728816951529,0.0812787201512339,0.110876410187048,0.125836535221624,0.0706857678544535
"62",0.0934628104648258,0.0722772667225859,0.159303945726719,0.0961773071516848,0.100015217737191,0.145436652431974,0.13884314369014,0.0709345084514851
"63",0.109693999710568,0.0696456374269727,0.176787432481496,0.0821425756602594,0.0749612025610782,0.109443932235374,0.182196787194831,0.0822140646343709
"64",0.0889655387848167,0.071782256470969,0.157158789292095,0.123694060611545,0.12906126076834,0.151230608259362,0.135190536089778,0.0856941575974784
"65",0.0740975360535632,0.0704795808366743,0.137490812169366,0.0848715316571439,0.0865888366741455,0.136139748991954,0.121542599640478,0.128059466743244
"66",0.112206271415001,0.0982401684085653,0.177723450831936,0.0820752720679059,0.084807312146652,0.102699423379367,0.129832271115854,0.12952412656203
"67",0.0857881864425014,0.067630333407237,0.19420210073877,0.0828965406054121,0.0741389247064185,0.126166255805273,0.179432202603548,0.0841277669786701
"68",0.0803757233635002,0.0732023422194991,0.151219300353861,0.0733476102777795,0.0797164512008888,0.13958044505961,0.164648709989739,0.0868169718861264
"69",0.0844970822314124,0.0810914460950461,0.148484137463082,0.0830230012583308,0.0952659501219217,0.114818890942431,0.131305458028818,0.0751159723020656
"70",0.067694230379655,0.0856727044851544,0.133232984829522,0.070515590977379,0.11342060350966,0.114429298114368,0.151964580627904,0.112540767441307
"71",0.0979331872298618,0.0871597560585539,0.136054730972499,0.0897436206101815,0.105295276851539,0.115728379110089,0.186649210012704,0.10432610152156
"72",0.0749985145221034,0.0796231799546652,0.181844245743279,0.0745983953612763,0.0708274106298607,0.119772726837211,0.122227070619624,0.0980818328717253
"73",0.0712804059412441,0.0832047850134513,0.350589590255924,0.0761613989406017,0.104919155278918,0.124929037110248,0.150885480563663,0.0752300784658598
"74",0.121625928787493,0.0684016885697032,0.15188999748293,0.077474241088823,0.100290789243191,0.114561547504838,0.147562722695672,0.0945259156967075
"75",0.0788989020472069,0.0831086432960754,0.145448634777196,0.0988393216672879,0.090310166479726,0.126119136813448,0.145972273615712,0.0782683645326015
"76",0.0797352174055324,0.0906663576541638,0.148602398874371,0.0733102455155236,0.0902184920053147,0.118632336754122,0.129944721732171,0.107356477720595
"77",0.0904176694001653,0.0767596640724744,0.142947534303685,0.0923176328425126,0.124459071394216,0.134759061429783,0.169868674387698,0.0918205179129967
"78",0.0866775068907525,0.0778365709099947,0.159916640998673,0.0716337820789509,0.0688244237061715,0.116779179612393,0.138504912019349,0.0778121829411847
"79",0.0705007072589298,0.0755076699568094,0.137396411389517,0.0833155574126103,0.104383385954397,0.131169316558933,0.1477005263802,0.0825472605999817
"80",0.0821153610771606,0.066173337529154,0.149411804819518,0.0736864141355948,0.126774781434382,0.131770045538372,0.222406482092484,0.081620162767061
"81",0.076790668919272,0.069053368807484,0.13947441524256,0.0773497417232847,0.0713009017519987,0.152879988091989,0.150239943858127,0.07206086340845
"82",0.146533616114917,0.0800801941225286,0.135439115231425,0.0753963506884475,0.0741737800538404,0.122823086871549,0.146897474402773,0.0989269716018318
"83",0.0722038725646083,0.0775666747818166,0.133779146223162,0.074860162709745,0.0887625881140484,0.116867828275871,0.155722313746691,0.0848778338976928
"84",0.093909585612466,0.0655689812887367,0.150097057371573,0.097129973996597,0.0687231772882143,0.121991672901545,0.136802137400394,0.073091464513409
"85",0.0926804671041648,0.0837637966221505,0.167338274265386,0.0988885256693035,0.0817956094649221,0.117717411859428,0.165393870928388,0.0711715195676437
"86",0.112170162232541,0.0905977052784745,0.284605406758327,0.0818614188664449,0.0815251854947888,0.115944638190273,0.131664135823092,0.101168712287152
"87",0.0799836359876542,0.0620976972554909,0.138522354459157,0.0846213767605328,0.088681033292995,0.122033054368637,0.143145906528696,0.0827605751062635
"88",0.119241287623064,0.0673270951121603,0.141103988917333,0.07887369988061,0.0960109733800531,0.122182852613351,0.159480182145796,0.0738781637493037
"89",0.080139743303071,0.0689284644258309,0.131855766849669,0.13910216456648,0.0795443376444817,0.113293507335166,0.123480226901846,0.0720262447578264
"90",0.0685522630688584,0.0797611376322773,0.156591550028522,0.0992725407581986,0.0901722851684714,0.107526150536752,0.147791620504267,0.126063866744544
"91",0.175846969207189,0.0948364748713515,0.135490454378102,0.0709324090901736,0.0972658604148506,0.131299277277675,0.160595705873164,0.0732503956567736
"92",0.0830568572030678,0.09043606985402,0.150372397678057,0.083914954212641,0.0871619773443091,0.126584869833709,0.13635864297497,0.0790297456174985
"93",0.0805635975150459,0.0626810231273255,0.176336164697135,0.070680378452385,0.0705058250372873,0.127157998284677,0.174220313119365,0.0687309363400586
"94",0.0775029356519948,0.0645256499960047,0.141687027933981,0.0842853123740138,0.0909407934274136,0.153717195816388,0.131159520902409,0.0987185527307876
"95",0.0726429282661271,0.102270076283616,0.166061037914485,0.101109132557259,0.0751533525870726,0.114264761157605,0.137243725212298,0.0918660024722719
"96",0.0980368625113296,0.0968857143241358,0.155370477845065,0.11001415457457,0.111101904506017,0.180679757392474,0.146402996467479,0.0756505600925726
"97",0.0878555724523984,0.0793777332890299,0.179271948917941,0.0786118399106645,0.0723550324883282,0.138315720150323,0.152822996378166,0.0850930390434974
"98",0.0839314634338358,0.0910792194466404,0.242379064300335,0.0711183422912458,0.084601907883867,0.132615192266085,0.264550958833567,0.0968786605437646
"99",0.0755631373711348,0.0693127627534252,0.150976277128938,0.0760253421206999,0.0683175030444973,0.122906609996445,0.180366707331273,0.0751767228539856
"100",0.119954630286874,0.101732288594861,0.197506936673113,0.0829161851026998,0.0856954672717898,0.113514887692179,0.184403338430331,0.0826266124379817
