"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"boot.sens",0,0,0,0,0,0,0,0,0,0
"",0.101886375127841,-0.0225729459563118,1.32855174820431,0.0327782702944299,6.3136864555946e-06,321.378317618047,0.00568797862919579,-0.00139861686002107,0.0243825435450179,-0.0015254263869488
"",0.292754059627601,-0.429928408726105,2.19404456610474,0.0536748240163587,1.02414227237668e-05,474.405760796974,0.00943953590309965,-0.00201582528268351,0.0256930943468708,-0.00357754869154125
"",0.15691661542909,-0.015553190490139,1.87125238748181,0.0441071189501985,6.69893404636746e-06,467.243234196159,0.00676921428208188,-0.00167809812698372,0.0261849831092592,-0.00256513372801082
"",0.130067121056648,-0.039315238971438,1.68527376900471,0.0408383476337842,9.3695620706491e-06,388.042299885821,0.00895387786778445,-0.00219851819528716,0.0328562171062891,-0.00294156237691523
"",0.132589152521581,0.0974702676126427,2.05194739595817,0.0548614939881453,1.05898577823504e-05,454.604341289755,0.00805353933812369,-0.00264489056542305,0.0337498035036937,-0.00396702182157982
"",0.126587613982307,0.0164656579727668,1.41597201768839,0.0362820860759505,7.95972665557088e-06,360.430948549098,0.00598668508658418,-0.00123866372168935,0.0264037100384945,-0.00197000279095194
"",0.141191650549016,-0.030964604331038,1.62696733415343,0.0385152819856044,7.84815881726963e-06,387.242943533616,0.00506497121585681,-0.00140026405033578,0.0242480348459501,-0.00209535655214255
"",0.122246268473875,-0.0363565140661798,1.44356426728397,0.0380124811085319,6.94347201957157e-06,361.002078808812,0.00425192138672759,-0.00087399070558547,0.0267168475952262,-0.00182340312260276
"",0.143183413629552,-0.0231393848793213,2.0827315145254,0.0396761936424725,7.09000596427201e-06,491.380178236409,0.00864554184030336,-0.00234180482250324,0.0179121636523019,-0.00214096981285272
"",0.200815815879635,0.00324747687831251,2.19306499098587,0.0544704707323707,1.08404887982916e-05,457.306261791279,0.00688217763644694,-0.00138149040597446,0.025933069513831,-0.00355099548936255
"",0.182128741689658,-0.0571823754949435,2.21932732679123,0.0579256758645036,1.04041150833512e-05,523.069966982766,0.0096381210027835,-0.00274316263781937,0.0320281206642875,-0.00484573749305606
"",0.129443784732758,-0.0245696616344507,1.52953807317298,0.034893361570601,7.85297251532091e-06,364.80167632486,0.00644344254549511,-0.00182403164206146,0.0228232716519214,-0.00186959459169689
"",0.190659136683202,-0.0290067307205932,1.94750395978104,0.0586357964746514,1.18459413944727e-05,440.530203023152,0.0182652143448647,-0.00774384973126208,0.0311467739763233,-0.00390154316970426
"",0.0883047663566977,-0.0431717185181979,2.29712018859954,0.0444947420857045,6.4076636774324e-06,649.5441411747,0.0104051493464846,-0.00243917908532287,0.024348109685976,-0.00301811614018821
"",0.168887462354522,0.00561125199242257,1.48783509753334,0.0345964321083678,6.81427043958127e-06,335.270887573912,0.00541394914119891,-0.0024609792938779,0.0222135989339442,-0.00197796363324981
"",0.105110162478161,-0.0255497245009589,1.69604517602957,0.0424059110101793,9.43295079547379e-06,443.683785525552,0.0089428475987946,-0.0020393122407425,0.0275591317279444,-0.00270168601679277
"",0.149989045409193,-0.0540486191957235,2.36162636081308,0.0513183694506175,1.08035647927718e-05,574.893929994079,0.00717500271228688,0.000105581451942394,0.0256470681281179,-0.00354555929134304
"",0.174140215216625,-0.0354766760935349,1.418136717292,0.0431230170169633,9.49670873884312e-06,314.810102499527,0.00593336067308825,-0.00157396134933818,0.0403324252425674,-0.0028794253062181
"",0.143043678077298,-0.0291524206869065,1.55637264147064,0.0422536421540581,6.70871160013409e-06,393.193166695134,0.00786543536371309,-0.00145604891532702,0.031091692554025,-0.00233333583887774
"",0.259403738657946,-0.0722390794392208,2.86582939772595,0.0662621634625604,1.24112465721415e-05,651.662173557709,0.0119743850361675,-0.0033509916456953,0.0211569027397523,-0.00405043093858193
"",0.231003995623744,-0.0262153366083068,2.00457683677517,0.0524095734181496,8.9256877999766e-06,461.856324236423,0.00916201018572038,-0.00227637534901126,0.0303726780442881,-0.00360151714193235
"",0.124761052910038,-0.032546713797009,1.32178279043713,0.0326994101562325,6.41843225096528e-06,285.12599043546,0.0063917755672438,-0.00198749442618246,0.022039833684373,-0.00137673481300643
"",0.167028735975697,-0.0435218971231166,1.80888853359293,0.045809481198672,8.69850250162507e-06,393.936432546756,0.00622407596236052,-0.00213395864402666,0.03002890236245,-0.00312387161857663
"",0.207784471987035,-0.00895795907794594,1.7219045474104,0.0450353600722625,7.82392248210861e-06,396.660497969105,0.00711180658566346,-0.00285731522296773,0.0327246308790691,-0.00335213535816725
"",0.152657291539238,-0.0405556295379125,1.90026953518137,0.0397610422003467,9.15471556894865e-06,451.193730293762,0.00853289972042176,-0.00229679735092719,0.0239896941149551,-0.00245408149649601
"",0.162357340069655,-0.0221521792362067,1.41469108999012,0.0382790868388438,6.57899718037314e-06,326.161954251283,0.00528355097655087,-0.00125006144266471,0.0270318993013108,-0.00190044860233496
"",0.105302723842605,-0.021488082164782,1.54943905663383,0.034801056661253,6.56145984767598e-06,362.387804493016,0.00324346482197951,-0.00172531646153162,0.0227483613445129,-0.00177990553067858
"",0.103193265267934,-0.00618720489156677,1.41568066880049,0.037971280584248,7.16896829400238e-06,382.489317349579,0.00607756354535638,-0.00150256493060275,0.0300947981751315,-0.00240324231001732
"",0.157877312284754,-0.0459796682241997,1.99499711759127,0.0453473806008436,8.98189798925753e-06,479.366870137514,0.00744999832125171,-0.00213465983998906,0.0228200236913195,-0.00267840864159874
"",0.240246152305557,0.0194262628348818,2.5059842458116,0.0604262976560271,1.08880803401101e-05,601.778278355279,0.00551786171573698,-0.00145745797636154,0.024861612598237,-0.00406396787192009
"",0.0707855426967316,-0.016886145538679,1.51901967254001,0.0280039083975017,4.87387553926855e-06,421.656368526989,0.00493478971605454,-0.00142581443429018,0.0170046919199807,-0.00134616076703092
"",0.4861168624824,-0.107605446561715,3.57320236813896,0.108385549555196,2.16700650201851e-05,758.117962175806,0.0136730488619619,-0.00412776475092191,0.0522103063105295,-0.01190016814126
"",0.147355696415816,-0.0221369529381787,1.52372277757648,0.0376472270102873,7.22744185333024e-06,336.142558829067,0.00567096923952126,-0.00145763602690807,0.0335080400796495,-0.00179786430719309
"",0.13004885781677,-0.0476316117504899,1.75588607632486,0.0429451589382818,9.29145774208884e-06,396.641806075219,0.0071462650764742,-0.00241658067130779,0.0283806680778653,-0.00291086190017109
"",0.139516545568596,-0.0327043448849623,1.61336351557725,0.0389916777440158,7.811143107328e-06,365.459439340487,0.00832287490515338,-0.00206439611866172,0.0306345918830025,-0.00255072056241923
"",0.180169422332718,-0.043962790400226,1.91319700552836,0.0434852708415812,8.03352664946466e-06,433.693811903741,0.00522202610457601,-0.00124886338105645,0.0271395819722992,-0.00282042536449423
"",0.139732219191765,-0.0436133703111963,1.68034239058884,0.0403527765673178,7.17211202927448e-06,374.265782073699,0.007699846296505,-0.00185364440404012,0.026319754831361,-0.00224487412736618
"",0.151932816377626,-0.0419351853435113,1.97984794314462,0.0474329425391579,8.66255603360067e-06,418.040429541102,0.00947350891399024,-0.00282661445977217,0.0323893310756745,-0.00355420283973396
"",0.179934022384629,-0.0640250464243042,2.34040271994607,0.0524742216887197,1.01653479106512e-05,541.123170426258,0.0065641891424939,-0.0022049349139297,0.0301001194756428,-0.00415779907768365
"",0.155727265701691,-0.0244635382424391,1.58333127485698,0.0386990748718202,8.55314627457027e-06,345.664387511141,0.00558443677177445,-0.00192092021195078,0.026338180029159,-0.0025380055910379
"",0.141617209671915,-0.0361064967775993,1.76604470343213,0.0408411739543924,7.65433467997401e-06,421.080813827183,0.00744614772071883,-0.00191657916293053,0.0261249441019795,-0.00239403801152727
"",0.0544360369939753,-0.0258295548056231,1.6372321006297,0.0255214780208665,4.35919527558282e-06,395.160210229083,0.00396911733797911,-0.00128186252837392,0.0147831081611718,-0.00114260729069254
"",0.125944571697137,-0.025128974318181,1.46004548129578,0.0351924739034754,6.39170383287535e-06,328.046108337294,0.00499123350881231,-0.00142020301911044,0.0256763167345853,-0.00153171118078693
"",0.272023884868494,-0.0529911026320024,2.78605405585389,0.0674105543494036,1.43647398975766e-05,647.438679359547,0.013322964849502,-0.0053923221619151,0.040605559456966,-0.0064077925257533
