"","x"
"1",0.083801306082469
"2",0.0727034059773495
"3",0.0754510660650747
"4",0.0713935630176871
"5",0.0787698555703255
"6",0.0919548728083474
"7",0.079221786935492
"8",0.115600759360723
"9",0.0754755714600576
"10",0.0899052827449117
"11",0.107876231657364
"12",0.0830628300715847
"13",0.111977585507152
"14",0.085853783336557
"15",0.0708288019528703
"16",0.102753283418153
"17",0.0801231181766318
"18",0.0678615210368277
"19",0.0725045429045056
"20",0.0848975422848753
"21",0.0998672451197773
"22",0.0696919431096917
"23",0.0787758626321183
"24",0.0686520379331866
"25",0.0525106508213469
"26",0.0833748712222432
"27",0.0813976017899374
"28",0.0786262863872875
"29",0.0849830391817207
"30",0.0544465731060025
"31",0.0914221786716424
"32",0.0946060534969874
"33",0.0581847336732791
"34",0.0633686890446675
"35",0.0813658321280722
"36",0.0918232969981359
"37",0.0817373936527601
"38",0.0854365615946633
"39",0.0600073044165426
"40",0.067719234820585
"41",0.0746750618445206
"42",0.0660629004522587
"43",0.0786748529265861
"44",0.0746240840002166
"45",0.0802617552751036
"46",0.117432667056145
"47",0.0762650940462094
"48",0.0444268558932661
"49",0.0667851176552845
"50",0.0990872045750553
"51",0.0822124409904171
"52",0.0991779013065688
"53",0.0901742581425391
"54",0.0913941926235194
"55",0.112315971939344
"56",0.11672083065195
"57",0.125711250928015
"58",0.0751050418871132
"59",0.0519585980398453
"60",0.0652664317997549
"61",0.0699131838166427
"62",0.084024009099254
"63",0.0705767363701795
"64",0.0976143394397577
"65",0.0857682490825757
"66",0.101192495058035
"67",0.0897902469031655
"68",0.0706021757654477
"69",0.0718387800357089
"70",0.0553983359111645
"71",0.104319458482915
"72",0.0857741558472624
"73",0.0780098897115379
"74",0.049156080137932
"75",0.0757911449983312
"76",0.055328495278627
"77",0.0809391266595489
"78",0.120103666495421
"79",0.0766508470664311
"80",0.0997319920101662
"81",0.0715506250223435
"82",0.0811540426908365
"83",0.0700559731594918
"84",0.0669565476151634
"85",0.0805473052447519
"86",0.0533108106449962
"87",0.0764346720393261
"88",0.0611084510688804
"89",0.0742714309178996
"90",0.0986852194509114
"91",0.0648781257748541
"92",0.0963624400653596
"93",0.0824202895155318
"94",0.106430538115065
"95",0.054160208421682
"96",0.102823715003621
"97",0.0904576782243831
"98",0.0959115718919013
"99",0.0875235311973283
"100",0.122598898680011
"101",0.0622724056760784
"102",0.062796052052662
"103",0.0546234749653269
"104",0.0693252914623603
"105",0.0681774291979367
"106",0.0952460575708707
"107",0.0834436527268046
"108",0.0660751266397991
"109",0.0713798397833803
"110",0.122718656225675
"111",0.086709660098863
"112",0.121895371986978
"113",0.0969679570835644
"114",0.0491949686870259
"115",0.072879799870396
"116",0.0856263894380586
"117",0.0853364601853615
"118",0.0699819261667291
"119",0.0749707765840109
"120",0.0802387214516413
"121",0.128490957574186
"122",0.0700007884951631
"123",0.0775984035951249
"124",0.1008024577039
"125",0.0656023928860597
"126",0.068755722334194
"127",0.0583418521492746
"128",0.0727991084572862
"129",0.0860143139736829
"130",0.0919258606140217
"131",0.096775957136679
"132",0.0820588603401998
"133",0.109252499253178
"134",0.0770473544001463
"135",0.0721162929969073
"136",0.0732887067575326
"137",0.149066125194288
"138",0.07197795331221
"139",0.0915629943437715
"140",0.138844310992653
"141",0.0786011260635368
"142",0.0742153491635498
"143",0.0691382003406814
"144",0.0730862271341776
"145",0.191045339866743
"146",0.0793608367224879
"147",0.0593388464979624
"148",0.0784982343666938
"149",0.143019473389676
"150",0.088557757517476
"151",0.0764663717599543
"152",0.0900073358810015
"153",0.0968378784045777
"154",0.0631750851152727
"155",0.0797173568311305
"156",0.0882964480947194
"157",0.0646704837231963
"158",0.0964419991009535
"159",0.0656733204710527
"160",0.0765863851457345
"161",0.0657695101604289
"162",0.0717386106593773
"163",0.10530319785685
"164",0.0806547280791519
"165",0.101173366244192
"166",0.0494638937511849
"167",0.106532627402599
"168",0.0809539589477697
"169",0.066555932769652
"170",0.0881657655479064
"171",0.0734728132153849
